2023-06-08 12:19:17	1200000
2023-06-08 15:10:06	1200000
2023-06-08 18:12:42	1200000
2023-06-08 21:11:03	1200000
2023-06-09 01:04:42	1200000
2023-06-09 06:14:14	1200000
2023-06-09 09:11:07	1200000
2023-06-09 12:20:20	1200000
2023-06-09 15:10:34	1200000
2023-06-09 18:12:39	1200000
2023-06-09 21:09:06	1200000
2023-06-10 00:58:13	1200000
2023-06-10 03:11:23	1200000
2023-06-10 06:12:38	1200000
2023-06-10 09:11:02	1200000
2023-06-10 12:18:29	1200000
2023-06-10 15:10:51	1200000
2023-06-10 18:12:18	1200000
2023-06-10 21:08:44	1200000
2023-06-11 01:08:21	1200000
2023-06-11 03:22:32	1200000
2023-06-11 06:12:51	1200000
2023-06-11 09:09:03	1200000
2023-06-11 12:18:15	1200000
2023-06-11 18:12:20	1200000
2023-06-11 21:09:34	1200000
